pointId,recordDate,latitude,longitude,device_name,totalTrashCount
P001581,2001-01-21 09:00:30,40.0000003,140.0049505,DEV_B,0
P001582,2001-01-21 09:00:31,40.0000874,140.0049693,DEV_B,0
P001583,2001-01-21 09:00:32,40.000181,140.00499,DEV_B,0
P001584,2001-01-21 09:00:33,40.0002682,140.0050089,DEV_B,0
P001585,2001-01-21 09:00:34,40.0003591,140.0050309,DEV_B,0
P001586,2001-01-21 09:00:35,40.0004517,140.0050488,DEV_B,0
P001587,2001-01-21 09:00:36,40.0005404,140.0050696,DEV_B,0
P001588,2001-01-21 09:00:37,40.0000223,140.0049682,DEV_B,1
P001589,2001-01-21 09:00:38,40.000446,140.005046,DEV_B,2
P001590,2001-01-21 09:00:39,40.0001022,140.005395,DEV_B,1
P001591,2001-01-24 09:00:30,40.0000001,140.0049493,DEV_B,0
P001592,2001-01-24 09:00:31,40.0000919,140.0049712,DEV_B,0
P001593,2001-01-24 09:00:32,40.0001787,140.0049904,DEV_B,0
P001594,2001-01-24 09:00:33,40.0002714,140.0050086,DEV_B,0
P001595,2001-01-24 09:00:34,40.0003594,140.0050314,DEV_B,0
P001596,2001-01-24 09:00:35,40.000449,140.0050505,DEV_B,0
P001597,2001-01-24 09:00:36,40.0005398,140.00507,DEV_B,0
P001598,2001-01-24 09:00:37,40.000014,140.0049689,DEV_B,1
P001599,2001-01-24 09:00:38,40.0004526,140.0050499,DEV_B,3
P001600,2001-01-24 09:00:39,40.0001028,140.0053911,DEV_B,1
P001601,2001-01-03 09:00:30,39.999999,140.0049482,DEV_C,0
P001602,2001-01-03 09:00:31,40.0000904,140.0049694,DEV_C,0
P001603,2001-01-03 09:00:32,40.0001811,140.0049897,DEV_C,0
P001604,2001-01-03 09:00:33,40.0002695,140.0050103,DEV_C,0
P001605,2001-01-03 09:00:34,40.0003603,140.0050296,DEV_C,0
P001606,2001-01-03 09:00:35,40.0004504,140.0050511,DEV_C,0
P001607,2001-01-03 09:00:36,40.0005394,140.0050712,DEV_C,0
P001608,2001-01-03 09:00:37,40.0000182,140.0049736,DEV_C,3
P001609,2001-01-03 09:00:38,40.0004473,140.0050508,DEV_C,1
P001610,2001-01-03 09:00:39,40.000099,140.005398,DEV_C,1
P001611,2001-01-06 09:00:30,40.000002,140.0049503,DEV_C,0
P001612,2001-01-06 09:00:31,40.0000891,140.0049704,DEV_C,0
P001613,2001-01-06 09:00:32,40.0001804,140.0049895,DEV_C,0
P001614,2001-01-06 09:00:33,40.0002696,140.005008,DEV_C,0
P001615,2001-01-06 09:00:34,40.0003601,140.0050318,DEV_C,0
P001616,2001-01-06 09:00:35,40.000451,140.0050509,DEV_C,0
P001617,2001-01-06 09:00:36,40.0005393,140.0050688,DEV_C,0
P001618,2001-01-06 09:00:37,40.0000237,140.0049708,DEV_C,3
P001619,2001-01-06 09:00:38,40.000454,140.0050524,DEV_C,3
P001620,2001-01-06 09:00:39,40.0000987,140.0053908,DEV_C,2
P001621,2001-01-09 09:00:30,39.9999994,140.004949,DEV_C,0
P001622,2001-01-09 09:00:31,40.0000901,140.0049711,DEV_C,0
P001623,2001-01-09 09:00:32,40.000179,140.0049895,DEV_C,0
P001624,2001-01-09 09:00:33,40.0002696,140.0050123,DEV_C,0
P001625,2001-01-09 09:00:34,40.0003609,140.0050301,DEV_C,0
P001626,2001-01-09 09:00:35,40.0004484,140.0050506,DEV_C,0
P001627,2001-01-09 09:00:36,40.0005404,140.0050697,DEV_C,0
P001628,2001-01-09 09:00:37,40.0000154,140.004967,DEV_C,3
P001629,2001-01-09 09:00:38,40.0004473,140.0050469,DEV_C,3
P001630,2001-01-09 09:00:39,40.0000912,140.0054049,DEV_C,3
P001631,2001-01-12 09:00:30,39.9999986,140.0049506,DEV_C,0
P001632,2001-01-12 09:00:31,40.0000904,140.0049693,DEV_C,0
P001633,2001-01-12 09:00:32,40.0001785,140.0049898,DEV_C,0
P001634,2001-01-12 09:00:33,40.0002703,140.0050105,DEV_C,0
P001635,2001-01-12 09:00:34,40.0003608,140.0050307,DEV_C,0
P001636,2001-01-12 09:00:35,40.0004483,140.00505,DEV_C,0
P001637,2001-01-12 09:00:36,40.0005379,140.0050708,DEV_C,0
P001638,2001-01-12 09:00:37,40.0000212,140.004974,DEV_C,3
P001639,2001-01-12 09:00:38,40.0004464,140.0050352,DEV_C,1
P001640,2001-01-12 09:00:39,40.0001122,140.0054057,DEV_C,3
P001641,2001-01-15 09:00:30,40.0000003,140.0049493,DEV_C,0
P001642,2001-01-15 09:00:31,40.0000898,140.0049702,DEV_C,0
P001643,2001-01-15 09:00:32,40.0001793,140.0049903,DEV_C,0
P001644,2001-01-15 09:00:33,40.0002711,140.0050107,DEV_C,0
P001645,2001-01-15 09:00:34,40.0003601,140.0050297,DEV_C,0
P001646,2001-01-15 09:00:35,40.0004506,140.0050493,DEV_C,0
P001647,2001-01-15 09:00:36,40.0005392,140.0050711,DEV_C,0
P001648,2001-01-15 09:00:37,40.0000174,140.0049625,DEV_C,3
P001649,2001-01-15 09:00:38,40.0004529,140.005055,DEV_C,1
P001650,2001-01-15 09:00:39,40.0000987,140.0053943,DEV_C,1
P001651,2001-01-18 09:00:30,40.0000001,140.0049488,DEV_C,0
P001652,2001-01-18 09:00:31,40.0000897,140.0049701,DEV_C,0
P001653,2001-01-18 09:00:32,40.0001794,140.00499,DEV_C,0
P001654,2001-01-18 09:00:33,40.0002698,140.0050091,DEV_C,0
P001655,2001-01-18 09:00:34,40.0003602,140.0050305,DEV_C,0
P001656,2001-01-18 09:00:35,40.0004479,140.0050492,DEV_C,0
P001657,2001-01-18 09:00:36,40.0005407,140.0050703,DEV_C,0
P001658,2001-01-18 09:00:37,40.00001,140.0049707,DEV_C,3
P001659,2001-01-18 09:00:38,40.0004534,140.005049,DEV_C,3
P001660,2001-01-18 09:00:39,40.0000997,140.0054111,DEV_C,2
P001661,2001-01-21 09:00:30,39.999999,140.0049504,DEV_C,0
P001662,2001-01-21 09:00:31,40.0000879,140.0049722,DEV_C,0
P001663,2001-01-21 09:00:32,40.0001805,140.0049897,DEV_C,0
P001664,2001-01-21 09:00:33,40.0002696,140.005009,DEV_C,0
P001665,2001-01-21 09:00:34,40.0003601,140.00503,DEV_C,0
P001666,2001-01-21 09:00:35,40.0004484,140.0050509,DEV_C,0
P001667,2001-01-21 09:00:36,40.0005396,140.0050688,DEV_C,0
P001668,2001-01-21 09:00:37,40.0000244,140.0049735,DEV_C,3
P001669,2001-01-21 09:00:38,40.0004552,140.0050478,DEV_C,1
P001670,2001-01-21 09:00:39,40.0001066,140.0053937,DEV_C,3
P001671,2001-01-24 09:00:30,39.9999994,140.00495,DEV_C,0
P001672,2001-01-24 09:00:31,40.0000909,140.0049695,DEV_C,0
P001673,2001-01-24 09:00:32,40.0001817,140.0049902,DEV_C,0
P001674,2001-01-24 09:00:33,40.000268,140.0050099,DEV_C,0
P001675,2001-01-24 09:00:34,40.0003607,140.0050311,DEV_C,0
P001676,2001-01-24 09:00:35,40.0004493,140.0050499,DEV_C,0
P001677,2001-01-24 09:00:36,40.0005422,140.0050701,DEV_C,0
P001678,2001-01-24 09:00:37,40.0000153,140.0049623,DEV_C,2
P001679,2001-01-24 09:00:38,40.0004444,140.0050567,DEV_C,2
P001680,2001-01-24 09:00:39,40.0000904,140.0054032,DEV_C,1
P001681,2001-02-02 09:00:30,40.0000013,140.0049494,DEV_A,0
P001682,2001-02-02 09:00:31,40.0000907,140.0049695,DEV_A,0
P001683,2001-02-02 09:00:32,40.0001816,140.00499,DEV_A,0
P001684,2001-02-02 09:00:33,40.00027,140.0050106,DEV_A,0
P001685,2001-02-02 09:00:34,40.0003599,140.0050305,DEV_A,0
P001686,2001-02-02 09:00:35,40.0004498,140.0050506,DEV_A,0
P001687,2001-02-02 09:00:36,40.0005401,140.0050695,DEV_A,0
P001688,2001-02-02 09:00:37,40.0000229,140.0049724,DEV_A,2
P001689,2001-02-02 09:00:38,40.0004486,140.0050417,DEV_A,1
P001690,2001-02-02 09:00:39,40.0001122,140.0054015,DEV_A,2
P001691,2001-02-05 09:00:30,40.0000015,140.0049507,DEV_A,0
P001692,2001-02-05 09:00:31,40.0000882,140.0049696,DEV_A,0
P001693,2001-02-05 09:00:32,40.0001804,140.0049903,DEV_A,0
P001694,2001-02-05 09:00:33,40.0002701,140.0050091,DEV_A,0
P001695,2001-02-05 09:00:34,40.0003582,140.0050304,DEV_A,0
P001696,2001-02-05 09:00:35,40.0004512,140.0050495,DEV_A,0
P001697,2001-02-05 09:00:36,40.0005406,140.0050695,DEV_A,0
P001698,2001-02-05 09:00:37,40.0000194,140.0049672,DEV_A,2
P001699,2001-02-05 09:00:38,40.0004508,140.0050546,DEV_A,1
P001700,2001-02-05 09:00:39,40.000094,140.005402,DEV_A,3
P001701,2001-02-08 09:00:30,39.9999998,140.0049497,DEV_A,0
P001702,2001-02-08 09:00:31,40.0000906,140.0049695,DEV_A,0
P001703,2001-02-08 09:00:32,40.0001801,140.0049906,DEV_A,0
P001704,2001-02-08 09:00:33,40.0002681,140.005011,DEV_A,0
P001705,2001-02-08 09:00:34,40.00036,140.005029,DEV_A,0
P001706,2001-02-08 09:00:35,40.0004501,140.005051,DEV_A,0
P001707,2001-02-08 09:00:36,40.0005393,140.0050695,DEV_A,0
P001708,2001-02-08 09:00:37,40.0000268,140.0049778,DEV_A,2
P001709,2001-02-08 09:00:38,40.0004503,140.0050454,DEV_A,2
P001710,2001-02-08 09:00:39,40.0000951,140.0054022,DEV_A,1
P001711,2001-02-11 09:00:30,39.999999,140.0049515,DEV_A,0
P001712,2001-02-11 09:00:31,40.0000891,140.0049693,DEV_A,0
P001713,2001-02-11 09:00:32,40.0001786,140.0049907,DEV_A,0
P001714,2001-02-11 09:00:33,40.0002699,140.00501,DEV_A,0
P001715,2001-02-11 09:00:34,40.0003571,140.0050294,DEV_A,0
P001716,2001-02-11 09:00:35,40.0004503,140.0050473,DEV_A,0
P001717,2001-02-11 09:00:36,40.000542,140.0050703,DEV_A,0
P001718,2001-02-11 09:00:37,40.0000255,140.0049686,DEV_A,1
P001719,2001-02-11 09:00:38,40.0004629,140.005045,DEV_A,1
P001720,2001-02-11 09:00:39,40.0000949,140.005401,DEV_A,2
P001721,2001-02-14 09:00:30,39.9999981,140.0049498,DEV_A,0
P001722,2001-02-14 09:00:31,40.0000889,140.0049699,DEV_A,0
P001723,2001-02-14 09:00:32,40.0001803,140.0049901,DEV_A,0
P001724,2001-02-14 09:00:33,40.00027,140.0050115,DEV_A,0
P001725,2001-02-14 09:00:34,40.0003604,140.0050307,DEV_A,0
P001726,2001-02-14 09:00:35,40.0004514,140.00505,DEV_A,0
P001727,2001-02-14 09:00:36,40.0005402,140.0050708,DEV_A,0
P001728,2001-02-14 09:00:37,40.0000191,140.0049767,DEV_A,2
P001729,2001-02-14 09:00:38,40.0004494,140.0050497,DEV_A,2
P001730,2001-02-14 09:00:39,40.000098,140.0053885,DEV_A,3
P001731,2001-02-17 09:00:30,39.9999996,140.0049508,DEV_A,0
P001732,2001-02-17 09:00:31,40.000089,140.0049706,DEV_A,0
P001733,2001-02-17 09:00:32,40.0001788,140.0049915,DEV_A,0
P001734,2001-02-17 09:00:33,40.0002699,140.0050096,DEV_A,0
P001735,2001-02-17 09:00:34,40.0003572,140.0050278,DEV_A,0
P001736,2001-02-17 09:00:35,40.0004495,140.0050494,DEV_A,0
P001737,2001-02-17 09:00:36,40.0005394,140.0050695,DEV_A,0
P001738,2001-02-17 09:00:37,40.0000249,140.0049681,DEV_A,1
P001739,2001-02-17 09:00:38,40.0004447,140.0050519,DEV_A,1
P001740,2001-02-17 09:00:39,40.0001015,140.0054003,DEV_A,3
P001741,2001-02-20 09:00:30,40.0000007,140.0049487,DEV_A,0
P001742,2001-02-20 09:00:31,40.0000892,140.004971,DEV_A,0
P001743,2001-02-20 09:00:32,40.0001796,140.0049906,DEV_A,0
P001744,2001-02-20 09:00:33,40.0002691,140.0050076,DEV_A,0
P001745,2001-02-20 09:00:34,40.0003578,140.0050293,DEV_A,0
P001746,2001-02-20 09:00:35,40.0004496,140.0050524,DEV_A,0
P001747,2001-02-20 09:00:36,40.0005408,140.0050707,DEV_A,0
P001748,2001-02-20 09:00:37,40.0000247,140.0049622,DEV_A,1
P001749,2001-02-20 09:00:38,40.00046,140.0050467,DEV_A,1
P001750,2001-02-20 09:00:39,40.0001006,140.0053993,DEV_A,1
P001751,2001-02-23 09:00:30,40.0000002,140.0049494,DEV_A,0
P001752,2001-02-23 09:00:31,40.0000896,140.0049724,DEV_A,0
P001753,2001-02-23 09:00:32,40.0001794,140.0049906,DEV_A,0
P001754,2001-02-23 09:00:33,40.0002691,140.0050084,DEV_A,0
P001755,2001-02-23 09:00:34,40.000361,140.0050303,DEV_A,0
P001756,2001-02-23 09:00:35,40.0004514,140.0050512,DEV_A,0
P001757,2001-02-23 09:00:36,40.0005404,140.0050694,DEV_A,0
P001758,2001-02-23 09:00:37,40.0000303,140.004971,DEV_A,2
P001759,2001-02-23 09:00:38,40.0004543,140.0050554,DEV_A,2
P001760,2001-02-23 09:00:39,40.0001,140.0054127,DEV_A,2
P001761,2001-02-02 09:00:30,39.9999987,140.0049505,DEV_B,0
P001762,2001-02-02 09:00:31,40.0000896,140.0049712,DEV_B,0
P001763,2001-02-02 09:00:32,40.00018,140.0049914,DEV_B,0
P001764,2001-02-02 09:00:33,40.0002703,140.0050094,DEV_B,0
P001765,2001-02-02 09:00:34,40.0003599,140.0050309,DEV_B,0
P001766,2001-02-02 09:00:35,40.0004496,140.0050494,DEV_B,0
P001767,2001-02-02 09:00:36,40.00054,140.0050705,DEV_B,0
P001768,2001-02-02 09:00:37,40.0000272,140.0049732,DEV_B,1
P001769,2001-02-02 09:00:38,40.0004602,140.0050619,DEV_B,2
P001770,2001-02-02 09:00:39,40.0001022,140.0054004,DEV_B,3
P001771,2001-02-05 09:00:30,39.9999995,140.0049489,DEV_B,0
P001772,2001-02-05 09:00:31,40.0000897,140.0049702,DEV_B,0
P001773,2001-02-05 09:00:32,40.0001812,140.0049908,DEV_B,0
P001774,2001-02-05 09:00:33,40.0002698,140.0050095,DEV_B,0
P001775,2001-02-05 09:00:34,40.0003587,140.0050309,DEV_B,0
P001776,2001-02-05 09:00:35,40.0004503,140.0050508,DEV_B,0
P001777,2001-02-05 09:00:36,40.0005409,140.0050707,DEV_B,0
P001778,2001-02-05 09:00:37,40.0000204,140.0049695,DEV_B,1
P001779,2001-02-05 09:00:38,40.0004477,140.005053,DEV_B,1
P001780,2001-02-05 09:00:39,40.000102,140.0054167,DEV_B,3
P001781,2001-02-08 09:00:30,40.0000002,140.0049498,DEV_B,0
P001782,2001-02-08 09:00:31,40.0000902,140.0049699,DEV_B,0
P001783,2001-02-08 09:00:32,40.0001782,140.004991,DEV_B,0
P001784,2001-02-08 09:00:33,40.0002684,140.0050096,DEV_B,0
P001785,2001-02-08 09:00:34,40.0003597,140.0050305,DEV_B,0
P001786,2001-02-08 09:00:35,40.0004499,140.0050496,DEV_B,0
P001787,2001-02-08 09:00:36,40.0005392,140.0050703,DEV_B,0
P001788,2001-02-08 09:00:37,40.0000186,140.0049667,DEV_B,1
P001789,2001-02-08 09:00:38,40.0004508,140.0050423,DEV_B,3
P001790,2001-02-08 09:00:39,40.0001005,140.0054057,DEV_B,2
P001791,2001-02-11 09:00:30,39.9999999,140.0049496,DEV_B,0
P001792,2001-02-11 09:00:31,40.0000874,140.0049712,DEV_B,0
P001793,2001-02-11 09:00:32,40.0001802,140.0049901,DEV_B,0
P001794,2001-02-11 09:00:33,40.0002692,140.0050103,DEV_B,0
P001795,2001-02-11 09:00:34,40.0003597,140.0050315,DEV_B,0
P001796,2001-02-11 09:00:35,40.0004507,140.0050514,DEV_B,0
P001797,2001-02-11 09:00:36,40.0005387,140.0050691,DEV_B,0
P001798,2001-02-11 09:00:37,40.0000177,140.0049667,DEV_B,1
P001799,2001-02-11 09:00:38,40.0004516,140.0050445,DEV_B,2
P001800,2001-02-11 09:00:39,40.0000983,140.0054029,DEV_B,2
P001801,2001-02-14 09:00:30,39.9999994,140.0049498,DEV_B,0
P001802,2001-02-14 09:00:31,40.0000897,140.00497,DEV_B,0
P001803,2001-02-14 09:00:32,40.0001803,140.0049911,DEV_B,0
P001804,2001-02-14 09:00:33,40.0002682,140.00501,DEV_B,0
P001805,2001-02-14 09:00:34,40.0003607,140.0050302,DEV_B,0
P001806,2001-02-14 09:00:35,40.0004511,140.0050498,DEV_B,0
P001807,2001-02-14 09:00:36,40.0005395,140.0050691,DEV_B,0
P001808,2001-02-14 09:00:37,40.0000243,140.0049634,DEV_B,2
P001809,2001-02-14 09:00:38,40.0004528,140.0050483,DEV_B,1
P001810,2001-02-14 09:00:39,40.0001027,140.0053941,DEV_B,3
P001811,2001-02-17 09:00:30,40.0000001,140.0049501,DEV_B,0
P001812,2001-02-17 09:00:31,40.0000882,140.0049697,DEV_B,0
P001813,2001-02-17 09:00:32,40.0001805,140.0049893,DEV_B,0
P001814,2001-02-17 09:00:33,40.0002683,140.0050098,DEV_B,0
P001815,2001-02-17 09:00:34,40.0003605,140.0050281,DEV_B,0
P001816,2001-02-17 09:00:35,40.0004508,140.0050498,DEV_B,0
P001817,2001-02-17 09:00:36,40.0005408,140.0050689,DEV_B,0
P001818,2001-02-17 09:00:37,40.0000242,140.0049711,DEV_B,1
P001819,2001-02-17 09:00:38,40.0004499,140.0050544,DEV_B,2
P001820,2001-02-17 09:00:39,40.0000944,140.0053918,DEV_B,2
P001821,2001-02-20 09:00:30,39.9999996,140.0049498,DEV_B,0
P001822,2001-02-20 09:00:31,40.0000896,140.0049703,DEV_B,0
P001823,2001-02-20 09:00:32,40.00018,140.0049893,DEV_B,0
P001824,2001-02-20 09:00:33,40.0002707,140.005012,DEV_B,0
P001825,2001-02-20 09:00:34,40.000359,140.0050295,DEV_B,0
P001826,2001-02-20 09:00:35,40.0004505,140.0050492,DEV_B,0
P001827,2001-02-20 09:00:36,40.0005409,140.0050692,DEV_B,0
P001828,2001-02-20 09:00:37,40.0000137,140.004965,DEV_B,3
P001829,2001-02-20 09:00:38,40.0004503,140.0050391,DEV_B,1
P001830,2001-02-20 09:00:39,40.0001018,140.0054031,DEV_B,3
P001831,2001-02-23 09:00:30,40.0000011,140.0049506,DEV_B,0
P001832,2001-02-23 09:00:31,40.0000911,140.0049693,DEV_B,0
P001833,2001-02-23 09:00:32,40.0001812,140.0049897,DEV_B,0
P001834,2001-02-23 09:00:33,40.0002715,140.005011,DEV_B,0
P001835,2001-02-23 09:00:34,40.0003602,140.0050307,DEV_B,0
P001836,2001-02-23 09:00:35,40.0004506,140.0050503,DEV_B,0
P001837,2001-02-23 09:00:36,40.0005428,140.0050693,DEV_B,0
P001838,2001-02-23 09:00:37,40.0000139,140.0049641,DEV_B,1
P001839,2001-02-23 09:00:38,40.0004505,140.0050541,DEV_B,3
P001840,2001-02-23 09:00:39,40.0000972,140.005402,DEV_B,1
P001841,2001-02-02 09:00:30,39.9999992,140.0049512,DEV_C,0
P001842,2001-02-02 09:00:31,40.0000915,140.0049701,DEV_C,0
P001843,2001-02-02 09:00:32,40.0001809,140.0049895,DEV_C,0
P001844,2001-02-02 09:00:33,40.0002702,140.0050103,DEV_C,0
P001845,2001-02-02 09:00:34,40.000361,140.0050287,DEV_C,0
P001846,2001-02-02 09:00:35,40.0004502,140.0050511,DEV_C,0
P001847,2001-02-02 09:00:36,40.0005405,140.0050708,DEV_C,0
P001848,2001-02-02 09:00:37,40.0000084,140.0049665,DEV_C,2
P001849,2001-02-02 09:00:38,40.000439,140.005056,DEV_C,2
P001850,2001-02-02 09:00:39,40.0000909,140.0053981,DEV_C,1
P001851,2001-02-05 09:00:30,40.0000008,140.0049491,DEV_C,0
P001852,2001-02-05 09:00:31,40.0000894,140.0049703,DEV_C,0
P001853,2001-02-05 09:00:32,40.0001811,140.0049896,DEV_C,0
P001854,2001-02-05 09:00:33,40.0002694,140.0050107,DEV_C,0
P001855,2001-02-05 09:00:34,40.0003602,140.0050314,DEV_C,0
P001856,2001-02-05 09:00:35,40.0004506,140.0050511,DEV_C,0
P001857,2001-02-05 09:00:36,40.0005381,140.0050687,DEV_C,0
P001858,2001-02-05 09:00:37,40.0000126,140.0049668,DEV_C,3
P001859,2001-02-05 09:00:38,40.0004488,140.0050527,DEV_C,1
P001860,2001-02-05 09:00:39,40.0001044,140.0053915,DEV_C,3
P001861,2001-02-08 09:00:30,39.9999994,140.0049508,DEV_C,0
P001862,2001-02-08 09:00:31,40.0000908,140.0049718,DEV_C,0
P001863,2001-02-08 09:00:32,40.0001785,140.0049902,DEV_C,0
P001864,2001-02-08 09:00:33,40.00027,140.0050097,DEV_C,0
P001865,2001-02-08 09:00:34,40.0003599,140.0050279,DEV_C,0
P001866,2001-02-08 09:00:35,40.0004503,140.0050496,DEV_C,0
P001867,2001-02-08 09:00:36,40.0005387,140.0050714,DEV_C,0
P001868,2001-02-08 09:00:37,40.0000164,140.0049711,DEV_C,2
P001869,2001-02-08 09:00:38,40.0004475,140.0050514,DEV_C,3
P001870,2001-02-08 09:00:39,40.0001024,140.0054085,DEV_C,3
P001871,2001-02-11 09:00:30,39.9999992,140.0049509,DEV_C,0
P001872,2001-02-11 09:00:31,40.0000886,140.0049689,DEV_C,0
P001873,2001-02-11 09:00:32,40.0001817,140.0049904,DEV_C,0
P001874,2001-02-11 09:00:33,40.0002705,140.0050097,DEV_C,0
P001875,2001-02-11 09:00:34,40.0003629,140.0050332,DEV_C,0
P001876,2001-02-11 09:00:35,40.0004499,140.0050509,DEV_C,0
P001877,2001-02-11 09:00:36,40.0005398,140.0050705,DEV_C,0
P001878,2001-02-11 09:00:37,40.0000271,140.0049769,DEV_C,3
P001879,2001-02-11 09:00:38,40.0004525,140.0050649,DEV_C,2
P001880,2001-02-11 09:00:39,40.0001035,140.0054,DEV_C,3
P001881,2001-02-14 09:00:30,39.9999991,140.0049484,DEV_C,0
P001882,2001-02-14 09:00:31,40.000089,140.0049692,DEV_C,0
P001883,2001-02-14 09:00:32,40.0001808,140.0049884,DEV_C,0
P001884,2001-02-14 09:00:33,40.0002705,140.0050081,DEV_C,0
P001885,2001-02-14 09:00:34,40.0003628,140.0050295,DEV_C,0
P001886,2001-02-14 09:00:35,40.0004503,140.0050519,DEV_C,0
P001887,2001-02-14 09:00:36,40.0005399,140.0050702,DEV_C,0
P001888,2001-02-14 09:00:37,40.0000212,140.0049734,DEV_C,1
P001889,2001-02-14 09:00:38,40.0004564,140.0050512,DEV_C,1
P001890,2001-02-14 09:00:39,40.0001,140.0053978,DEV_C,3
P001891,2001-02-17 09:00:30,39.9999985,140.0049498,DEV_C,0
P001892,2001-02-17 09:00:31,40.0000906,140.004969,DEV_C,0
P001893,2001-02-17 09:00:32,40.0001804,140.004989,DEV_C,0
P001894,2001-02-17 09:00:33,40.0002703,140.00501,DEV_C,0
P001895,2001-02-17 09:00:34,40.0003604,140.0050293,DEV_C,0
P001896,2001-02-17 09:00:35,40.0004481,140.0050474,DEV_C,0
P001897,2001-02-17 09:00:36,40.0005439,140.0050686,DEV_C,0
P001898,2001-02-17 09:00:37,40.0000159,140.0049619,DEV_C,3
P001899,2001-02-17 09:00:38,40.000454,140.0050547,DEV_C,2
P001900,2001-02-17 09:00:39,40.0000964,140.0054067,DEV_C,2
P001901,2001-02-20 09:00:30,39.9999977,140.0049499,DEV_C,0
P001902,2001-02-20 09:00:31,40.0000892,140.0049725,DEV_C,0
P001903,2001-02-20 09:00:32,40.0001787,140.0049897,DEV_C,0
P001904,2001-02-20 09:00:33,40.0002698,140.0050092,DEV_C,0
P001905,2001-02-20 09:00:34,40.0003593,140.00503,DEV_C,0
P001906,2001-02-20 09:00:35,40.0004504,140.0050496,DEV_C,0
P001907,2001-02-20 09:00:36,40.0005398,140.00507,DEV_C,0
P001908,2001-02-20 09:00:37,40.0000152,140.0049689,DEV_C,1
P001909,2001-02-20 09:00:38,40.0004536,140.0050527,DEV_C,1
P001910,2001-02-20 09:00:39,40.0000961,140.0054059,DEV_C,3
P001911,2001-02-23 09:00:30,39.9999996,140.0049507,DEV_C,0
P001912,2001-02-23 09:00:31,40.0000894,140.0049706,DEV_C,0
P001913,2001-02-23 09:00:32,40.0001796,140.0049895,DEV_C,0
P001914,2001-02-23 09:00:33,40.0002704,140.0050091,DEV_C,0
P001915,2001-02-23 09:00:34,40.0003612,140.0050293,DEV_C,0
P001916,2001-02-23 09:00:35,40.0004495,140.0050512,DEV_C,0
P001917,2001-02-23 09:00:36,40.0005385,140.0050709,DEV_C,0
P001918,2001-02-23 09:00:37,40.0000203,140.0049704,DEV_C,1
P001919,2001-02-23 09:00:38,40.0004452,140.0050583,DEV_C,1
P001920,2001-02-23 09:00:39,40.000104,140.0054048,DEV_C,1
P001921,2001-01-03 09:00:40,40.0016487,139.9999986,DEV_A,0
P001922,2001-01-03 09:00:41,40.0017395,140.000021,DEV_A,0
P001923,2001-01-03 09:00:42,40.0018286,140.0000396,DEV_A,0
P001924,2001-01-03 09:00:43,40.0019206,140.0000596,DEV_A,0
P001925,2001-01-03 09:00:44,40.0020097,140.0000789,DEV_A,0
P001926,2001-01-03 09:00:45,40.0021001,140.0000993,DEV_A,0
P001927,2001-01-03 09:00:46,40.0021892,140.0001195,DEV_A,0
P001928,2001-01-03 09:00:47,40.0016715,140.0000246,DEV_A,3
P001929,2001-01-03 09:00:48,40.002094,140.0000902,DEV_A,3
P001930,2001-01-03 09:00:49,40.0017499,140.0004494,DEV_A,1
P001931,2001-01-06 09:00:40,40.0016513,140.0000008,DEV_A,0
P001932,2001-01-06 09:00:41,40.0017406,140.0000183,DEV_A,0
P001933,2001-01-06 09:00:42,40.0018304,140.0000394,DEV_A,0
P001934,2001-01-06 09:00:43,40.0019194,140.0000599,DEV_A,0
P001935,2001-01-06 09:00:44,40.0020083,140.000081,DEV_A,0
P001936,2001-01-06 09:00:45,40.002101,140.0001008,DEV_A,0
P001937,2001-01-06 09:00:46,40.0021914,140.0001182,DEV_A,0
P001938,2001-01-06 09:00:47,40.0016682,140.000018,DEV_A,1
P001939,2001-01-06 09:00:48,40.0021039,140.0001127,DEV_A,3
P001940,2001-01-06 09:00:49,40.0017502,140.0004506,DEV_A,2
P001941,2001-01-09 09:00:40,40.0016507,139.9999993,DEV_A,0
P001942,2001-01-09 09:00:41,40.0017396,140.0000216,DEV_A,0
P001943,2001-01-09 09:00:42,40.00183,140.00004,DEV_A,0
P001944,2001-01-09 09:00:43,40.0019182,140.0000604,DEV_A,0
P001945,2001-01-09 09:00:44,40.0020106,140.0000802,DEV_A,0
P001946,2001-01-09 09:00:45,40.0021016,140.000098,DEV_A,0
P001947,2001-01-09 09:00:46,40.0021909,140.0001183,DEV_A,0
P001948,2001-01-12 09:00:40,40.0016489,139.9999979,DEV_A,0
P001949,2001-01-12 09:00:41,40.0017408,140.0000198,DEV_A,0
P001950,2001-01-12 09:00:42,40.0018295,140.00004,DEV_A,0
P001951,2001-01-12 09:00:43,40.0019178,140.0000593,DEV_A,0
P001952,2001-01-12 09:00:44,40.0020101,140.0000793,DEV_A,0
P001953,2001-01-12 09:00:45,40.0020998,140.0000983,DEV_A,0
P001954,2001-01-12 09:00:46,40.0021901,140.0001196,DEV_A,0
P001955,2001-01-15 09:00:40,40.0016501,140.0000015,DEV_A,0
P001956,2001-01-15 09:00:41,40.00174,140.0000193,DEV_A,0
P001957,2001-01-15 09:00:42,40.0018303,140.0000388,DEV_A,0
P001958,2001-01-15 09:00:43,40.0019215,140.0000599,DEV_A,0
P001959,2001-01-15 09:00:44,40.0020099,140.0000804,DEV_A,0
