pointId,recordDate,latitude,longitude,device_name,totalTrashCount,source_file,date_ts,x_m,y_m,is_detection,dist_m,dt_sec,speed_kmh,speed_flag,device_short
P003445,2001-01-15 09:01:12,40.0036595,140.0000791,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:12,483968.7889966859,459760.82048179576,False,10.020391249254912,1.0,36.073408497317686,ok,DEV_A
P003446,2001-01-15 09:01:13,40.0037484,140.0001009,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:13,483970.0217509896,459770.8176994761,False,10.07293624129558,1.0,36.26257046866409,ok,DEV_A
P003447,2001-01-15 09:01:14,40.0038387,140.0001207,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:14,483971.07366968883,459780.9595809674,False,10.196288203712747,1.0,36.70663753336589,ok,DEV_A
P003448,2001-01-15 09:01:15,40.0033199,140.0000112,DEV_A,3,synthetic_points.csv,2001-01-15 09:01:15,483965.3937707871,459722.7147055323,True,58.52116511127816,1.0,210.67619440060136,abnormal_high,DEV_A
P003825,2001-01-15 09:01:16,40.0032995,140.0016491,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:16,484105.50315000827,459729.3771358112,False,140.26769450932167,1.0,504.96370023355803,abnormal_high,DEV_A
P003826,2001-01-15 09:01:17,40.0033889,140.0016701,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:17,484106.66383580194,459739.4255880516,False,10.115264897150738,1.0,36.414953629742655,ok,DEV_A
P003827,2001-01-15 09:01:18,40.003479,140.0016902,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:18,484107.74264443334,459749.54691623483,False,10.178659649264366,1.0,36.64317473735172,ok,DEV_A
P003828,2001-01-15 09:01:19,40.0035698,140.0017099,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:19,484108.78230286884,459759.7438465445,False,10.249794017549494,1.0,36.89925846317818,ok,DEV_A
P003829,2001-01-15 09:01:20,40.003661,140.0017295,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:20,484109.8105742053,459769.9846793092,False,10.292327125398378,1.0,37.05237765143416,ok,DEV_A
P003830,2001-01-15 09:01:21,40.003749,140.0017499,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:21,484110.92989088385,459779.8742969299,False,9.952758738723043,1.0,35.82993145940296,ok,DEV_A
P003831,2001-01-15 09:01:22,40.0038402,140.0017698,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:22,484111.9837867453,459790.1167664674,False,10.296546931517407,1.0,37.06756895346266,ok,DEV_A
P003832,2001-01-15 09:01:23,40.0033113,140.0016731,DEV_A,3,synthetic_points.csv,2001-01-15 09:01:23,484107.47038003535,459730.81918708235,True,59.46909921173822,1.0,214.0887571622576,abnormal_high,DEV_A
P004209,2001-01-15 09:01:24,40.0032979,140.0033017,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:24,484246.73552335904,459738.2113597685,False,139.4611930322914,1.0,502.060294916249,abnormal_high,DEV_A
P004210,2001-01-15 09:01:25,40.0033897,140.0033211,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:25,484247.7422767831,459748.5178074198,False,10.355501709031895,1.0,37.27980615251482,ok,DEV_A
P004211,2001-01-15 09:01:26,40.00348,140.0033395,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:26,484248.6742090088,459758.652124368,False,10.17707608694984,1.0,36.63747391301943,ok,DEV_A
P004212,2001-01-15 09:01:27,40.003571,140.0033598,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:27,484249.7635330452,459768.874587198,False,10.280339156240009,1.0,37.009220962464035,ok,DEV_A
P004213,2001-01-15 09:01:28,40.0036576,140.0033807,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:28,484250.93532888475,459778.61140348937,False,9.807073823576122,1.0,35.30546576487404,ok,DEV_A
P004214,2001-01-15 09:01:29,40.00375,140.0034,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:29,484251.92925886443,459788.9839785414,False,10.420086852535782,1.0,37.51231266912882,ok,DEV_A
P004215,2001-01-15 09:01:30,40.0038398,140.0034205,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:30,484253.04416680615,459799.0741920734,False,10.151621980776913,1.0,36.545839130796885,ok,DEV_A
P004216,2001-01-15 09:01:31,40.0033281,140.0033256,DEV_A,3,synthetic_points.csv,2001-01-15 09:01:31,484248.5636904174,459741.69747730874,True,57.55138630700839,1.0,207.1849907052302,abnormal_high,DEV_A
P004593,2001-01-15 09:01:32,40.0033002,140.0049497,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:32,484387.547217504,459747.4564971707,False,139.1027933263976,1.0,500.77005597503137,abnormal_high,DEV_A
P004594,2001-01-15 09:01:33,40.00339,140.004969,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:33,484388.5594237749,459757.5401989941,False,10.134377336505345,1.0,36.483758411419245,ok,DEV_A
P004595,2001-01-15 09:01:34,40.0034803,140.0049891,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:34,484389.6364403454,459767.68382490025,False,10.200642686464334,1.0,36.72231367127161,ok,DEV_A
P004596,2001-01-15 09:01:35,40.0035704,140.0050099,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:35,484390.7746874894,459777.8090466846,False,10.189000085531498,1.0,36.680400307913395,ok,DEV_A
P004597,2001-01-15 09:01:36,40.0036606,140.0050312,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:36,484391.9549460172,459787.948108691,False,10.207526074557459,1.0,36.74709386840685,ok,DEV_A
P004598,2001-01-15 09:01:37,40.0037506,140.0050503,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:37,484392.94862002245,459798.05294499843,False,10.153575962597978,1.0,36.552873465352725,ok,DEV_A
P004599,2001-01-15 09:01:38,40.003841,140.0050696,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:38,484393.9565414132,459808.2033201817,False,10.200295186462846,1.0,36.721062671266246,ok,DEV_A
P004600,2001-01-15 09:01:39,40.0033205,140.0049728,DEV_A,1,synthetic_points.csv,2001-01-15 09:01:39,484389.3771916601,459749.8382205569,True,58.54447282513289,1.0,210.7601021704784,abnormal_high,DEV_A
P004974,2001-01-15 09:01:40,40.0049507,139.9999985,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:40,483952.749410475,459903.85665730806,False,462.996218301924,1.0,1666.7863858869264,abnormal_high,DEV_A
P004975,2001-01-15 09:01:41,40.0050388,140.0000199,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:41,483953.9536112349,459913.7627992866,False,9.979065505776054,1.0,35.924635820793796,ok,DEV_A
P004976,2001-01-15 09:01:42,40.0051315,140.0000409,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:42,483955.09101982537,459924.177904109,False,10.477027572927419,1.0,37.71729926253871,ok,DEV_A
P004977,2001-01-15 09:01:43,40.0052186,140.0000579,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:43,483955.9263108965,459933.94894506206,False,9.806678973018247,1.0,35.30404430286569,ok,DEV_A
P004978,2001-01-15 09:01:44,40.0053103,140.0000784,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:44,483957.0280704924,459944.250207453,False,10.360013564352275,1.0,37.296048831668195,ok,DEV_A
P004979,2001-01-15 09:01:45,40.0053988,140.0000993,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:45,483958.1866871468,459954.19807327585,False,10.01510993358559,1.0,36.05439576090812,ok,DEV_A
P004980,2001-01-15 09:01:46,40.005489,140.0001191,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:46,483959.23925167957,459964.32884407387,False,10.185303582005421,1.0,36.66709289521952,ok,DEV_A
P005316,2001-01-15 09:01:47,40.0049506,140.0016513,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:47,484093.9847254135,459912.8560930687,False,144.24211170049648,1.0,519.2716021217874,abnormal_high,DEV_A
P005317,2001-01-15 09:01:48,40.0050391,140.0016716,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:48,484095.09191053733,459922.80072358856,False,10.006074908499585,1.0,36.021869670598505,ok,DEV_A
P005318,2001-01-15 09:01:49,40.0051296,140.0016909,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:49,484096.0994579135,459932.9621381396,False,10.211243675134396,1.0,36.76047723048383,ok,DEV_A
P005319,2001-01-15 09:01:50,40.0052199,140.0017112,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:50,484097.19386915496,459943.1067821203,False,10.203506135686577,1.0,36.73262208847168,ok,DEV_A
P005320,2001-01-15 09:01:51,40.0053105,140.0017303,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:51,484098.1836059258,459953.2782189402,False,10.219476789766343,1.0,36.79011644315884,ok,DEV_A
P005321,2001-01-15 09:01:52,40.0054007,140.0017501,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:52,484099.235989113,459963.4090258386,False,10.18532075024885,1.0,36.667154700895864,ok,DEV_A
P005322,2001-01-15 09:01:53,40.0054901,140.0017716,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:53,484100.4393057542,459973.4602082769,False,10.122956057772134,1.0,36.44264180797968,ok,DEV_A
P005658,2001-01-15 09:01:54,40.0049492,140.0033007,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:54,484234.93879379873,459921.6951809075,False,144.11707165633996,1.0,518.8214579628238,abnormal_high,DEV_A
P005659,2001-01-15 09:01:55,40.0050396,140.0033201,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:55,484235.9554138126,459931.84606434987,False,10.201664124701868,1.0,36.72599084892673,ok,DEV_A
P005660,2001-01-15 09:01:56,40.0051279,140.0033404,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:56,484237.0638285578,459941.768509034,False,9.98416204581905,1.0,35.94298336494858,ok,DEV_A
P005661,2001-01-15 09:01:57,40.0052194,140.0033598,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:57,484238.0726356816,459952.0416233463,False,10.322527281917516,1.0,37.161098214903056,ok,DEV_A
P005662,2001-01-15 09:01:58,40.0053096,140.0033794,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:58,484239.1077475287,459962.171375477,False,10.182501400230658,1.0,36.65700504083037,ok,DEV_A
P005663,2001-01-15 09:01:59,40.005399,140.0034008,DEV_A,0,synthetic_points.csv,2001-01-15 09:01:59,484240.3023398978,459972.2220511971,False,10.121419532789263,1.0,36.43711031804135,ok,DEV_A
P005664,2001-01-15 09:02:00,40.0054895,140.0034197,DEV_A,0,synthetic_points.csv,2001-01-15 09:02:00,484241.2754967408,459982.38132182084,False,10.205773554605987,1.0,36.74078479658155,ok,DEV_A
P006000,2001-01-15 09:02:01,40.0049492,140.00495,DEV_A,0,synthetic_points.csv,2001-01-15 09:02:01,484375.87445959257,459930.6919270219,False,144.18278099497786,1.0,519.0580115819204,abnormal_high,DEV_A
P006001,2001-01-15 09:02:02,40.0050414,140.0049707,DEV_A,0,synthetic_points.csv,2001-01-15 09:02:02,484376.98920969275,459941.0499514612,False,10.41783749494956,1.0,37.504214981818414,ok,DEV_A
P006002,2001-01-15 09:02:03,40.0051297,140.0049887,DEV_A,0,synthetic_points.csv,2001-01-15 09:02:03,484377.9009027105,459950.9598852606,False,9.951782356309542,1.0,35.82641648271435,ok,DEV_A
P006003,2001-01-15 09:02:04,40.0052189,140.0050112,DEV_A,0,synthetic_points.csv,2001-01-15 09:02:04,484379.19073725847,459960.9943766911,False,10.117049541736144,1.0,36.421378350250116,ok,DEV_A
P006004,2001-01-15 09:02:05,40.0053087,140.0050311,DEV_A,0,synthetic_points.csv,2001-01-15 09:02:05,484380.25413529197,459971.0813546001,False,10.142876254479841,1.0,36.514354516127426,ok,DEV_A
P006005,2001-01-15 09:02:06,40.0054003,140.0050511,DEV_A,0,synthetic_points.csv,2001-01-15 09:02:06,484381.31330257683,459981.3688912315,False,10.341916905470622,1.0,37.230900859694245,ok,DEV_A
P006006,2001-01-15 09:02:07,40.0054905,140.0050696,DEV_A,0,synthetic_points.csv,2001-01-15 09:02:07,484382.2542197136,459991.4926792577,False,10.167418996880699,1.0,36.602708388770516,ok,DEV_A
P000051,2001-01-18 09:00:00,40.0000001,140.0000003,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:00,483987.99183718185,459353.7658743401,False,749.7588305515749,259073.0,0.010418421796117966,ok,DEV_A
P000052,2001-01-18 09:00:01,40.00009,140.0000205,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:01,483989.0809288876,459363.86548412306,False,10.158161177689953,1.0,36.56938023968383,ok,DEV_A
P000053,2001-01-18 09:00:02,40.0001789,140.000038,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:02,483989.94636644854,459373.83925939194,False,10.011252433439726,1.0,36.04050876038301,ok,DEV_A
P000054,2001-01-18 09:00:03,40.0002696,140.0000589,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:03,483991.0895973021,459384.0315800782,False,10.256236042314661,1.0,36.92244975233278,ok,DEV_A
P000055,2001-01-18 09:00:04,40.0003616,140.0000798,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:04,483992.2236083727,459394.3683546723,False,10.398792724028093,1.0,37.435653806501136,ok,DEV_A
P000056,2001-01-18 09:00:05,40.0004497,140.0000985,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:05,483993.1972486751,459404.25977791095,False,9.939226787084475,1.0,35.78121643350411,ok,DEV_A
P000057,2001-01-18 09:00:06,40.0005403,140.0001194,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:06,483994.34117064124,459414.4409884045,False,10.245272303782,1.0,36.882980293615205,ok,DEV_A
P000058,2001-01-18 09:00:07,40.0000256,140.0000242,DEV_A,2,synthetic_points.csv,2001-01-18 09:00:07,483989.85355293116,459356.72965500207,True,57.885548419260545,1.0,208.38797430933798,abnormal_high,DEV_A
P000059,2001-01-18 09:00:08,40.0004364,140.0000966,DEV_A,1,synthetic_points.csv,2001-01-18 09:00:08,483993.1291443537,459402.7715523712,True,46.15826916726592,1.0,166.16976900215732,abnormal_high,DEV_A
P000060,2001-01-18 09:00:09,40.000104,140.0004509,DEV_A,3,synthetic_points.csv,2001-01-18 09:00:09,484025.7627503695,459367.76722689834,True,47.85660919252612,1.0,172.28379309309403,abnormal_high,DEV_A
P000531,2001-01-18 09:00:10,39.9999998,140.0016489,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:10,484128.8799655182,459362.71992023924,False,103.24066720306378,1.0,371.6664019310296,abnormal_high,DEV_A
P000532,2001-01-18 09:00:11,40.0000902,140.0016702,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:11,484130.05933008593,459372.8811237952,False,10.229416331777331,1.0,36.82589879439839,ok,DEV_A
P000533,2001-01-18 09:00:12,40.0001789,140.001691,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:12,484131.208011946,459382.8507011015,False,10.035533951012791,1.0,36.12792222364605,ok,DEV_A
P000534,2001-01-18 09:00:13,40.0002717,140.0017094,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:13,484132.1225223678,459393.26277709316,False,10.452160339766749,1.0,37.6277772231603,ok,DEV_A
P000535,2001-01-18 09:00:14,40.0003592,140.00173,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:14,484133.26260876725,459403.0979233305,False,9.901004924150895,1.0,35.64361772694322,ok,DEV_A
P000536,2001-01-18 09:00:15,40.0004513,140.0017495,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:15,484134.2760739106,459413.4382153182,False,10.389838785447242,1.0,37.40341962761008,ok,DEV_A
P000537,2001-01-18 09:00:16,40.0005393,140.0017694,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:16,484135.3527839574,459423.32510489016,False,9.945345138962278,1.0,35.803242500264204,ok,DEV_A
P000538,2001-01-18 09:00:17,40.0000214,140.0016713,DEV_A,3,synthetic_points.csv,2001-01-18 09:00:17,484130.6410913615,459365.2422017094,True,58.27369637341279,1.0,209.78530694428605,abnormal_high,DEV_A
P000539,2001-01-18 09:00:18,40.0004615,140.0017473,DEV_A,1,synthetic_points.csv,2001-01-18 09:00:18,484134.0157531045,459414.5596237785,True,49.43274685287045,1.0,177.95788867033363,abnormal_high,DEV_A
P000540,2001-01-18 09:00:19,40.0001152,140.0020958,DEV_A,3,synthetic_points.csv,2001-01-18 09:00:19,484166.2529520862,459377.97968106024,True,48.75786303209516,1.0,175.52830691554257,abnormal_high,DEV_A
P001011,2001-01-18 09:00:20,39.9999991,140.0032995,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:20,484269.9419166373,459371.64306268905,False,103.882405161113,1.0,373.9766585800068,abnormal_high,DEV_A
P001012,2001-01-18 09:00:21,40.0000895,140.003319,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:21,484270.96726970555,459381.7944881541,False,10.203077373391487,1.0,36.73107854420935,ok,DEV_A
P001013,2001-01-18 09:00:22,40.0001821,140.0033392,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:22,484272.0368360235,459392.1941916467,False,10.454559045802972,1.0,37.6364125648907,ok,DEV_A
P001014,2001-01-18 09:00:23,40.0002698,140.0033598,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:23,484273.175328583,459402.0515986922,False,9.92293499769794,1.0,35.722565991712585,ok,DEV_A
P001015,2001-01-18 09:00:24,40.0003625,140.0033797,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:24,484274.21853666,459412.46077884006,False,10.46132469827156,1.0,37.66076891377762,ok,DEV_A
P001016,2001-01-18 09:00:25,40.0004492,140.0034013,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:25,484275.4495669444,459422.2125229027,False,9.829137694847063,1.0,35.38489570144943,ok,DEV_A
P001017,2001-01-18 09:00:26,40.0005393,140.0034179,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:26,484276.22919260047,459432.31479871133,False,10.132314280425351,1.0,36.47633140953127,ok,DEV_A
P001018,2001-01-18 09:00:27,40.0000257,140.0033247,DEV_A,3,synthetic_points.csv,2001-01-18 09:00:27,484271.9068229846,459374.7362426096,True,57.740566345112235,1.0,207.86603884240404,abnormal_high,DEV_A
P001019,2001-01-18 09:00:28,40.0004498,140.003395,DEV_A,2,synthetic_points.csv,2001-01-18 09:00:28,484274.90692988195,459422.2448333329,True,47.60322293613136,1.0,171.3716025700729,abnormal_high,DEV_A
P001020,2001-01-18 09:00:29,40.0000938,140.003759,DEV_A,3,synthetic_points.csv,2001-01-18 09:00:29,484308.53825887176,459384.67212581617,True,50.425932215062325,1.0,181.53335597422438,abnormal_high,DEV_A
P001491,2001-01-18 09:00:30,39.9999991,140.0049512,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:30,484411.0929780555,459380.6526312122,False,102.63345830537449,1.0,369.4804498993482,abnormal_high,DEV_A
P001492,2001-01-18 09:00:31,40.0000912,140.0049714,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:31,484412.16590497724,459390.9968125347,False,10.399675928223186,1.0,37.43883334160347,ok,DEV_A
P001493,2001-01-18 09:00:32,40.0001774,140.0049891,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:32,484413.0670342117,459400.67175850214,False,9.716821155615609,1.0,34.980556160216196,ok,DEV_A
P001494,2001-01-18 09:00:33,40.0002692,140.0050084,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:33,484414.065165951,459410.9776953373,False,10.35415863408033,1.0,37.274971082689184,ok,DEV_A
P001495,2001-01-18 09:00:34,40.0003602,140.0050307,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:34,484415.3253398593,459421.2111049922,False,10.310708581065295,1.0,37.11855089183506,ok,DEV_A
P001496,2001-01-18 09:00:35,40.0004511,140.005051,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:35,484416.41530181875,459431.4224921749,False,10.269393617352458,1.0,36.96981702246885,ok,DEV_A
P001497,2001-01-18 09:00:36,40.0005401,140.0050716,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:36,484417.54437346314,459441.42439213203,False,10.06542624684442,1.0,36.235534488639914,ok,DEV_A
P001498,2001-01-18 09:00:37,40.0000215,140.004956,DEV_A,2,synthetic_points.csv,2001-01-18 09:00:37,484411.34427935514,459383.16786378255,True,58.58552946147631,1.0,210.90790606131472,abnormal_high,DEV_A
P001499,2001-01-18 09:00:38,40.0004518,140.0050479,DEV_A,3,synthetic_points.csv,2001-01-18 09:00:38,484416.14541788516,459431.4833623948,True,48.55345855172122,1.0,174.7924507861964,abnormal_high,DEV_A
P001500,2001-01-18 09:00:39,40.0000962,140.005393,DEV_A,2,synthetic_points.csv,2001-01-18 09:00:39,484448.15951024735,459393.85254853056,True,49.40627755518313,1.0,177.86259919865927,abnormal_high,DEV_A
P001962,2001-01-18 09:00:40,40.0016513,140.0000017,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:40,483976.4085846901,459537.2514870784,False,493.0640844157453,1.0,1775.030703896683,abnormal_high,DEV_A
P001963,2001-01-18 09:00:41,40.0017399,140.00002,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:41,483977.34446033154,459547.1962881805,False,9.988740269751222,1.0,35.9594649711044,ok,DEV_A
P001964,2001-01-18 09:00:42,40.0018309,140.0000392,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:42,483978.34023032384,459557.4126785749,False,10.264803484187162,1.0,36.953292543073786,ok,DEV_A
P001965,2001-01-18 09:00:43,40.0019189,140.0000614,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:43,483979.61362449644,459567.3120680806,False,9.980954127934703,1.0,35.931434860564934,ok,DEV_A
P001966,2001-01-18 09:00:44,40.0020103,140.0000803,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:44,483980.5809112842,459577.57127141446,False,10.304702653425652,1.0,37.09692955233235,ok,DEV_A
P001967,2001-01-18 09:00:45,40.0020981,140.0000994,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:45,483981.59079970315,459587.43154070864,False,9.911850744056357,1.0,35.68266267860289,ok,DEV_A
P001968,2001-01-18 09:00:46,40.0021894,140.0001191,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:46,483982.6271483762,459597.68399390427,False,10.30469869043766,1.0,37.09691528557558,ok,DEV_A
P002334,2001-01-18 09:00:47,40.0016501,140.001648,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:47,484117.1031124097,459546.0930781811,False,144.0326611845323,1.0,518.5175802643163,abnormal_high,DEV_A
P002335,2001-01-18 09:00:48,40.0017412,140.0016689,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:48,484118.24326561054,459556.32988458715,False,10.300104597355524,1.0,37.08037655047989,ok,DEV_A
P002336,2001-01-18 09:00:49,40.00183,140.0016898,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:49,484119.3997193028,459566.31112010096,False,10.048007141940618,1.0,36.172825710986224,ok,DEV_A
P002337,2001-01-18 09:00:50,40.0019189,140.0017103,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:50,484120.5212759507,459576.3012869886,False,10.052926129115294,1.0,36.19053406481506,ok,DEV_A
P002338,2001-01-18 09:00:51,40.0020102,140.001731,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:51,484121.6429022678,459586.5592281513,False,10.319079537060864,1.0,37.14868633341911,ok,DEV_A
P002339,2001-01-18 09:00:52,40.0021018,140.001752,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:52,484122.7880322274,459596.85214100976,False,10.356417224923458,1.0,37.28310200972445,ok,DEV_A
P002340,2001-01-18 09:00:53,40.0021908,140.0017706,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:53,484123.7464974185,459606.8430615355,False,10.03678974942683,1.0,36.132443097936594,ok,DEV_A
P002706,2001-01-18 09:00:54,40.001649,140.0033005,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:54,484258.3268314585,459554.98222425295,False,144.226948778521,1.0,519.2170156026756,abnormal_high,DEV_A
P002707,2001-01-18 09:00:55,40.001738,140.0033198,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:55,484259.3449592287,459564.9769947563,False,10.046492998630551,1.0,36.16737479506999,ok,DEV_A
P002708,2001-01-18 09:00:56,40.001831,140.0033389,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:56,484260.31762289914,459575.41514723137,False,10.483372630416179,1.0,37.74014146949825,ok,DEV_A
P002709,2001-01-18 09:00:57,40.0019213,140.003362,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:57,484261.65125139005,459585.57509756036,False,10.247104744236037,1.0,36.88957707924973,ok,DEV_A
P002710,2001-01-18 09:00:58,40.0020106,140.0033796,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:58,484262.52196015714,459595.5939330857,False,10.0565997752965,1.0,36.2037591910674,ok,DEV_A
P002711,2001-01-18 09:00:59,40.0020996,140.0033989,DEV_A,0,synthetic_points.csv,2001-01-18 09:00:59,484263.5400655389,459605.5887055463,False,10.046492676928166,1.0,36.1673736369414,ok,DEV_A
P002712,2001-01-18 09:01:00,40.0021908,140.003419,DEV_A,0,synthetic_points.csv,2001-01-18 09:01:00,484264.6109272028,459615.83230154106,False,10.2994176343815,1.0,37.077903483773405,ok,DEV_A
P003078,2001-01-18 09:01:01,40.0016498,140.0049493,DEV_A,0,synthetic_points.csv,2001-01-18 09:01:01,484399.22095874883,459564.0649574955,False,144.22107509777115,1.0,519.1958703519762,abnormal_high,DEV_A
P003079,2001-01-18 09:01:02,40.00174,140.0049692,DEV_A,0,synthetic_points.csv,2001-01-18 09:01:02,484400.28166307125,459574.19637881155,False,10.18679495931982,1.0,36.672461853551354,ok,DEV_A
P003080,2001-01-18 09:01:03,40.0018292,140.0049907,DEV_A,0,synthetic_points.csv,2001-01-18 09:01:03,484401.4861848413,459584.2254115039,False,10.101107337278194,1.0,36.3639864142015,ok,DEV_A
P003081,2001-01-18 09:01:04,40.0019206,140.0050092,DEV_A,0,synthetic_points.csv,2001-01-18 09:01:04,484402.4187268882,459594.48253771634,False,10.29943070303074,1.0,37.07795053091067,ok,DEV_A
P003082,2001-01-18 09:01:05,40.0020091,140.0050298,DEV_A,0,synthetic_points.csv,2001-01-18 09:01:05,484403.5512927387,459604.4288787012,False,10.010614586149813,1.0,36.03821251013933,ok,DEV_A
P003083,2001-01-18 09:01:06,40.0020992,140.0050506,DEV_A,0,synthetic_points.csv,2001-01-18 09:01:06,484404.689593432,459614.55410036584,False,10.18900594891559,1.0,36.680421416096124,ok,DEV_A
P003084,2001-01-18 09:01:07,40.0021896,140.0050687,DEV_A,0,synthetic_points.csv,2001-01-18 09:01:07,484405.59503063984,459624.6979275942,False,10.184156684565327,1.0,36.66296406443518,ok,DEV_A
P003449,2001-01-18 09:01:08,40.0033011,140.0000001,DEV_A,0,synthetic_points.csv,2001-01-18 09:01:08,483964.5784860796,459720.5651834906,False,451.3159905531563,1.0,1624.7375659913628,abnormal_high,DEV_A
P003450,2001-01-18 09:01:09,40.0033899,140.0000213,DEV_A,0,synthetic_points.csv,2001-01-18 09:01:09,483965.76070033596,459730.54801668774,False,10.05259116797322,1.0,36.18932820470359,ok,DEV_A
P003451,2001-01-18 09:01:10,40.0034801,140.0000402,DEV_A,0,synthetic_points.csv,2001-01-18 09:01:10,483966.7364423809,459740.67387857946,False,10.172765188895564,1.0,36.62195468002403,ok,DEV_A
P003452,2001-01-18 09:01:11,40.0035702,140.0000602,DEV_A,0,synthetic_points.csv,2001-01-18 09:01:11,483967.80688652146,459750.7946251272,False,10.177198108624001,1.0,36.63791319104641,ok,DEV_A
P003453,2001-01-18 09:01:12,40.0036612,140.0000796,DEV_A,0,synthetic_points.csv,2001-01-18 09:01:12,483968.8196737093,459761.0121078018,False,10.267555214999968,1.0,36.963198773999885,ok,DEV_A
